iter	MultiClass
423	0.1403370942
424	0.1401479474
425	0.1398052977
426	0.1394295023
427	0.1389222692
428	0.1387230632
429	0.1380911601
430	0.1378800205
431	0.1373617131
432	0.1369259038
433	0.1364997305
434	0.1361401682
435	0.1357441477
436	0.1351761368
437	0.1347183329
438	0.1342361046
439	0.1339960575
440	0.1335773059
441	0.1333432596
442	0.1328650226
443	0.1325061375
444	0.1322862918
445	0.1317952828
446	0.1314726283
447	0.1311526815
448	0.1307494337
449	0.1303405847
450	0.1298720898
451	0.1295521266
452	0.129380957
453	0.1288501022
454	0.1284717218
455	0.1282575168
456	0.128082511
457	0.127778928
458	0.1274242772
459	0.127185899
460	0.1267899029
461	0.1264214352
462	0.1260250469
463	0.1256567917
464	0.1251836467
465	0.1246862014
466	0.1243389637
467	0.1241225078
468	0.123782704
469	0.1235777459
470	0.1231437211
471	0.122762108
472	0.1223919782
473	0.1220056376
474	0.1216797902
475	0.1213822951
476	0.120965395
477	0.1206820385
478	0.1204602427
479	0.1200221431
480	0.1197628094
481	0.1194051844
482	0.1190882237
483	0.1187337385
484	0.1183748997
485	0.1179814207
486	0.1176456651
487	0.1174304904
488	0.1170768905
489	0.1166949961
490	0.116358409
491	0.1160202666
492	0.1157571156
493	0.1154751559
494	0.1152150852
495	0.1148352273
496	0.1144577192
497	0.114276379
498	0.1140322688
499	0.1137982823
500	0.1134767177
501	0.1131324008
502	0.1129368171
503	0.1126549152
504	0.1125238127
505	0.1121927484
506	0.1119450307
507	0.1116428999
508	0.1113243377
509	0.1109072739
510	0.1106566693
511	0.110192026
512	0.109964198
513	0.1097498864
514	0.109452318
515	0.1093193752
516	0.1091851462
517	0.1089708218
518	0.1086865909
519	0.1084846052
520	0.1080948291
521	0.1079231615
522	0.1077286479
523	0.1075186853
524	0.1072404031
525	0.1070162001
526	0.1067419293
527	0.1063097669
528	0.1060688436
529	0.1059300186
530	0.1056385277
531	0.1054670374
532	0.1052827894
533	0.1050052133
534	0.1047372944
535	0.1045750724
536	0.1043679045
537	0.1041232848
538	0.1038244979
539	0.1037090245
540	0.1035034197
541	0.1032015006
542	0.1029483416
543	0.1027254837
544	0.1025583686
545	0.102249012
546	0.1021022226
547	0.1017398311
548	0.1015101803
549	0.1012234942
550	0.1010979646
551	0.1009630643
552	0.1006491002
553	0.1005430741
554	0.1003651953
555	0.1000851053
556	0.09997431441
557	0.09979726025
558	0.09949905857
559	0.09928794217
560	0.09893360245
561	0.09874685225
562	0.09862678853
563	0.09837948362
564	0.09819770525
565	0.09801644311
566	0.09782950856
567	0.09767895117
568	0.09749699237
569	0.09729884277
570	0.0971471069
571	0.09693291398
572	0.09664967672
573	0.09648069237
574	0.09634490084
575	0.09605380668
576	0.09583278231
577	0.09562541008
578	0.09544309456
579	0.09523664582
580	0.09502785853
581	0.09494546529
582	0.09474055382
583	0.09447431221
584	0.09433027831
585	0.09405482934
586	0.09386331606
587	0.09368458939
588	0.09344189904
589	0.09321962441
590	0.09305723068
591	0.09292428251
592	0.09276489331
593	0.09242503415
594	0.09215232851
595	0.0919241097
596	0.09164719233
597	0.09140596705
598	0.09113954121
599	0.0910566442
600	0.09081408965
601	0.09065641411
602	0.09048562239
603	0.09033758115
604	0.09015124147
605	0.09002746008
606	0.08983712855
607	0.08961387894
608	0.08936739492
609	0.08920711413
610	0.08904109781
611	0.08888451822
612	0.08871366861
613	0.0884403159
614	0.08838407636
615	0.08819240073
616	0.08794156885
617	0.08772102247
618	0.08751064854
619	0.08731081088
620	0.08712761395
621	0.08690644467
622	0.08671550049
623	0.08651230799
624	0.08631147025
625	0.08614789064
626	0.08600022889
627	0.08588539084
628	0.085747937
629	0.08548912132
630	0.08531032907
631	0.08518768294
632	0.08507759307
633	0.08493781389
634	0.08473199246
635	0.08453958909
636	0.08442418488
637	0.08422495106
638	0.08409799216
639	0.08381134703
640	0.08365097542
641	0.08346711479
642	0.08334183971
643	0.08327854427
644	0.0830519758
645	0.08288029845
646	0.08263339339
647	0.08242123291
648	0.08227619646
649	0.08210825468
650	0.0819381221
651	0.08172218936
652	0.08157381764
653	0.0814315544
654	0.08129304532
655	0.08110470348
656	0.0808938101
657	0.08069785588
658	0.0804660487
659	0.08031654946
660	0.08018839779
661	0.07998746303
662	0.07979981333
663	0.07960204601
664	0.07933150698
665	0.07923099983
666	0.07902704444
667	0.07889868746
668	0.07870558389
669	0.07847244216
670	0.07828326619
671	0.07816024163
672	0.07796278428
673	0.0778030269
674	0.07769774362
675	0.07750643071
676	0.0773043913
677	0.07710716932
678	0.0770209357
679	0.07685590688
680	0.07676586492
681	0.07664796992
682	0.07652595353
683	0.0763770041
684	0.07621706659
685	0.07600142355
686	0.07586065642
687	0.07575392647
688	0.07561105367
689	0.07541338781
690	0.0753229613
691	0.07519415842
692	0.07505681409
693	0.07489423449
694	0.07474878087
695	0.0746114675
696	0.07452195756
697	0.07433642898
698	0.07416421545
699	0.07402159595
700	0.07391656236
701	0.073728935
702	0.07361236794
703	0.07346072817
704	0.07333919985
705	0.07322374189
706	0.07313949783
707	0.07303471985
708	0.07287341968
709	0.07274566521
710	0.07253605946
711	0.07241619792
712	0.07232044747
713	0.07216172323
714	0.07196963137
715	0.07182561239
716	0.07170542822
717	0.0715165025
718	0.0713663666
719	0.07120562195
720	0.07107385211
721	0.07097550589
722	0.07084281722
723	0.07068914958
724	0.07055955077
725	0.07040874815
726	0.07028156822
727	0.07018497733
728	0.07004026864
729	0.06988855382
730	0.06977045502
731	0.06964791297
732	0.06947821426
733	0.06936653327
734	0.06927911461
735	0.06920910664
736	0.06909646992
737	0.06899951039
738	0.06884599992
739	0.06870368424
740	0.06859790844
741	0.06844203286
742	0.06828787046
743	0.06814639407
744	0.06800613739
745	0.06791097657
746	0.06780276784
747	0.06769150016
748	0.06757887054
749	0.06738321072
750	0.06727837922
751	0.06714662079
752	0.06705524629
753	0.06691144465
754	0.06676764535
755	0.06666400855
756	0.06658202701
757	0.06646630464
758	0.06634441599
759	0.06623663868
760	0.06618349393
761	0.06612611644
762	0.06597182446
763	0.06589307816
764	0.0657556755
765	0.06568318265
766	0.0656105219
767	0.0655134365
768	0.0653758146
769	0.06529610034
770	0.06515935447
771	0.06508680832
772	0.0650126992
773	0.06492706936
774	0.06481173222
775	0.06466795352
776	0.06461970338
777	0.06454107183
778	0.06441739407
779	0.06432068023
780	0.06422230044
781	0.06409673248
782	0.06396204306
783	0.06382201102
784	0.06373470142
785	0.06367271343
786	0.06358763218
787	0.06349937241
788	0.06339905541
789	0.06333586442
790	0.06327080199
791	0.06311851236
792	0.06298731238
793	0.06288200336
794	0.06275694062
795	0.06266108385
796	0.06254433238
797	0.06239873676
798	0.06229991742
799	0.06218802631
800	0.06209020086
801	0.06202124147
802	0.06197369696
803	0.06184676453
804	0.06172478094
805	0.06164471411
806	0.06149559658
807	0.06139171174
808	0.06132359486
809	0.06118188587
810	0.06110113946
811	0.06103669378
812	0.06095800022
813	0.060872541
814	0.06077447397
815	0.06070879469
816	0.06064348425
817	0.06054068897
818	0.06044112172
819	0.06034779108
820	0.06023655417
821	0.06020045341
822	0.06009632288
823	0.0600260146
824	0.0599360481
825	0.05984198005
826	0.05976245258
827	0.05968269102
828	0.05959865035
829	0.05949098527
830	0.05940360662
831	0.05932771605
832	0.05924083466
833	0.05915036766
834	0.05905085316
835	0.05894929933
836	0.05885191917
837	0.05877614804
838	0.05870711617
839	0.05858258834
840	0.05848343222
841	0.05839446644
842	0.0583156057
843	0.05822011664
844	0.05815212307
845	0.05808344749
846	0.05799291184
847	0.0579332434
848	0.0578157548
849	0.05776164453
850	0.05771589887
851	0.05764131953
852	0.05753191037
853	0.05749018558
854	0.05739696483
855	0.05732496097
856	0.05723074306
857	0.05715743324
858	0.0570568334
859	0.05699971944
860	0.05689215933
861	0.05683154381
862	0.05673103503
863	0.05665038782
864	0.05654018679
865	0.05649693288
866	0.05642973198
867	0.05633199631
868	0.05630732624
869	0.05623212694
870	0.0561937351
871	0.05612139078
872	0.05602214833
873	0.0559555715
874	0.05590238958
875	0.05582283222
876	0.05574388152
877	0.05564725157
878	0.05556687074
879	0.05548361959
880	0.05542492105
881	0.05532273167
882	0.05526398244
883	0.05517863725
884	0.05511134512
885	0.05499569075
886	0.05493230754
887	0.05486213937
888	0.05478656764
889	0.05473985157
890	0.05465693814
891	0.05460923084
892	0.05451953815
893	0.05446144395
894	0.05440391985
895	0.05433615488
896	0.05428261308
897	0.05421670144
898	0.05418492571
899	0.05412292062
900	0.0540374563
901	0.05398409646
902	0.05387768987
903	0.05379867738
904	0.05372826074
905	0.05363193849
906	0.05354775792
907	0.05349800008
908	0.05345327225
909	0.05335613435
910	0.05332022366
911	0.05325956551
912	0.05320476296
913	0.05315794606
914	0.05311379937
915	0.05300801993
916	0.05294667433
917	0.0528814372
918	0.05279700637
919	0.05272404458
920	0.05266044806
921	0.0526243157
922	0.05256630702
923	0.05249611778
924	0.05243232874
925	0.05238550014
926	0.05232957382
927	0.05228967535
928	0.05221727963
929	0.05218180424
930	0.05208870325
931	0.05200402665
932	0.05190893442
933	0.05181119926
934	0.05173987695
935	0.05170421162
936	0.05163009398
937	0.05156112251
938	0.05148689962
939	0.05140350015
940	0.05128501926
941	0.05120493166
942	0.05112839068
943	0.05108021557
944	0.05098626853
945	0.05096176637
946	0.05091859215
947	0.05084395765
948	0.05076997057
949	0.05069502688
950	0.05061388839
951	0.05055055171
952	0.05046985636
953	0.05041573829
954	0.05034181337
955	0.05026544058
956	0.05016369563
957	0.05010742514
958	0.0500324869
959	0.04996985908
960	0.049949878
961	0.04987105878
962	0.049782778
963	0.04972946207
964	0.04966903594
965	0.04957678408
966	0.04952101418
967	0.04947677713
968	0.04943213732
969	0.04937330381
970	0.04929684953
971	0.04922738686
972	0.04915268103
973	0.04908685201
974	0.04900362472
975	0.04894792004
976	0.04887554978
977	0.04883663648
978	0.04877167847
979	0.04870556259
980	0.04863918034
981	0.04860741342
982	0.04857744106
983	0.04851416955
984	0.04842308243
985	0.04834890774
986	0.04830062178
987	0.04820694867
988	0.048165115
989	0.04807626439
990	0.04802195295
991	0.04797299007
992	0.04790161755
993	0.04783268147
994	0.04777693999
995	0.04769565346
996	0.04764490024
997	0.04757530044
998	0.04750585258
999	0.04744817654
